,git_hash,commit_date,cve_data,cwe_group,published_date,severity,impact_score
132,af33fb250e9847f1ca8c0ba0d72671d76659704f,2018-02-01 15:05:14+01:00,CVE-2018-6188,CWE-200,2018-02-05T03:29Z,MEDIUM,3.6
133,c37bb28677295f6edda61d8ac461014ef0d3aeb2,2018-02-01 15:13:59+01:00,CVE-2018-6188,CWE-200,2018-02-05T03:29Z,MEDIUM,3.6
134,57b95fedad5e0b83fc9c81466b7d1751c6427aae,2018-02-01 15:18:33+01:00,CVE-2018-6188,CWE-200,2018-02-05T03:29Z,MEDIUM,3.6
135,66119ed64233c3abe586606a9e81a75edc2a6a92,2018-02-01 16:14:17+01:00,CVE-2018-6188,CWE-200,2018-02-05T03:29Z,MEDIUM,3.6
136,ab505a272fa2934371eccb254a66d16f73023c63,2018-02-01 16:16:35+01:00,CVE-2018-6188,CWE-200,2018-02-05T03:29Z,MEDIUM,3.6
137,01448a97e075df08ed0f89c443ee35e649dfb630,2018-02-01 16:16:48+01:00,CVE-2018-6188,CWE-200,2018-02-05T03:29Z,MEDIUM,3.6
138,f4bd51da1e4236fce5d46d76136bb2ef4a0e51ed,2018-02-01 17:54:22+01:00,CVE-2017-0889,CWE-918,2017-11-13T17:29Z,HIGH,5.9
139,f4bd51da1e4236fce5d46d76136bb2ef4a0e51ed,2018-02-01 17:54:22+01:00,CVE-2017-0889,CWE-918,2017-11-13T17:29Z,HIGH,5.9
140,c19edffb8cf846010b1db58c8d81cc132535131e,2018-02-23 23:47:47+01:00,CVE-2015-8858,CWE-399,2017-01-23T21:59Z,HIGH,3.6
141,c19edffb8cf846010b1db58c8d81cc132535131e,2018-02-23 23:47:47+01:00,CVE-2015-8861,CWE-79,2017-01-23T21:59Z,MEDIUM,2.7
142,c19edffb8cf846010b1db58c8d81cc132535131e,2018-02-23 23:47:47+01:00,CVE-2017-1000427,CWE-79,2018-01-02T23:29Z,MEDIUM,2.7
143,c19edffb8cf846010b1db58c8d81cc132535131e,2018-02-23 23:47:47+01:00,CVE-2015-8857,CWE-254,2017-01-23T21:59Z,HIGH,5.9
144,abf89d729f210c692a50e0ad3f75fb6bec6fae16,2018-02-27 19:54:19+01:00,CVE-2018-7536,CWE-185,2018-03-09T20:29Z,MEDIUM,1.4
145,a91436360b79a6ff995c3e5018bcc666dfaf1539,2018-02-27 19:56:26+01:00,CVE-2018-7537,CWE-185,2018-03-09T20:29Z,MEDIUM,1.4
146,c90d335e588705185ed9320649dbc41bf4dcc7c9,2018-03-02 01:57:38+01:00,CVE-2017-11428,CWE-287,2019-04-17T14:29Z,HIGH,5.9
147,e4db0f28d29e391108154d57606f3cb2c48d67e2,2018-03-02 02:32:08+01:00,CVE-2017-11428,CWE-287,2019-04-17T14:29Z,HIGH,5.9
148,2e077d13fee24b7908371f475c67f4e83d860f94,2018-03-06 09:37:31+01:00,CVE-2017-18214,CWE-400,2018-03-04T21:29Z,MEDIUM,3.6
149,a1333e38b45a092e2c3413f96bb5e297c8d1a957,2018-03-06 14:23:20+01:00,CVE-2017-18214,CWE-400,2018-03-04T21:29Z,MEDIUM,3.6
150,97b7dd59bb8d6163239061e2022153c3415d146d,2018-03-06 14:30:40+01:00,CVE-2018-7537,CWE-185,2018-03-09T20:29Z,MEDIUM,1.4
151,8618271caa0b09daba39ff3b46567d33ae1e1d3a,2018-03-06 14:30:40+01:00,CVE-2018-7536,CWE-185,2018-03-09T20:29Z,MEDIUM,1.4
152,e157315da3ae7005fa0683ffc9751dbeca7306c8,2018-03-06 14:52:23+01:00,CVE-2018-7536,CWE-185,2018-03-09T20:29Z,MEDIUM,1.4
153,94c5da1d17a6b0d378866c66b605102c19f7988c,2018-03-06 14:52:23+01:00,CVE-2018-7537,CWE-185,2018-03-09T20:29Z,MEDIUM,1.4
154,5bbbdd26d1ea4f3bb164ad64b0d0d458d8bfdd02,2018-03-06 18:59:36+01:00,CVE-2018-7536,CWE-185,2018-03-09T20:29Z,MEDIUM,1.4
155,7636aca6771649c41df96fd4a6eb3226a1c5a4fa,2018-03-06 19:04:28+01:00,CVE-2018-7536,CWE-185,2018-03-09T20:29Z,MEDIUM,1.4
156,c8e5c1f4205078d8b58420cc585917384e51dab2,2018-03-06 19:04:55+01:00,CVE-2018-7536,CWE-185,2018-03-09T20:29Z,MEDIUM,1.4
157,2dca1bc04d82ebcf9629a51c5ea285957a5fccda,2018-03-14 19:13:28+01:00,CVE-2017-11428,CWE-287,2019-04-17T14:29Z,HIGH,5.9
158,2dca1bc04d82ebcf9629a51c5ea285957a5fccda,2018-03-14 19:13:28+01:00,CVE-2017-11430,CWE-287,2019-04-17T14:29Z,HIGH,5.9
159,43256e718efab398741d9ab4c292bc3355507c8b,2018-03-15 10:19:37+01:00,CVE-2017-0927,CWE-863,2018-03-21T20:29Z,MEDIUM,3.6
160,43256e718efab398741d9ab4c292bc3355507c8b,2018-03-15 10:19:37+01:00,CVE-2017-0923,CWE-79,2018-03-21T20:29Z,MEDIUM,2.7
161,9b2af253586982ce9f5c3ea487bdc32622797f08,2018-03-15 23:43:25+01:00,CVE-2018-1000006,CWE-78,2018-01-24T23:29Z,HIGH,5.9
162,60a23ee1a741207b0ea8639b273b05a78b94b5ce,2018-03-16 14:33:02+01:00,CVE-2018-1000006,CWE-78,2018-01-24T23:29Z,HIGH,5.9
163,417e4b83968eb433ac4712241caadfa5e28eb6f3,2018-03-19 12:12:49+01:00,CVE-2017-0927,CWE-863,2018-03-21T20:29Z,MEDIUM,3.6
164,417e4b83968eb433ac4712241caadfa5e28eb6f3,2018-03-19 12:12:49+01:00,CVE-2017-0923,CWE-79,2018-03-21T20:29Z,MEDIUM,2.7
165,b37f361ad74e531a8e3e1f34cfd17b3e0b7d8e69,2018-03-20 11:20:56+01:00,SQL_INJECTION,,,,
166,4608bbc8d97b381b9d1431aecf358d554bc8d47b,2018-03-20 12:51:46+01:00,SQL_INJECTION,,,,
167,25295129dc436a0e6b0ac454d6ca6f374c10c845,2018-03-20 13:28:46+01:00,SQL_INJECTION,,,,
168,52ffaa1b25f09f34add73085adb4fd6a0f4f7139,2018-03-20 13:45:22+01:00,SQL_INJECTION,,,,
169,1f388fd13b4cc96fd7b12122b71a3b0ec2f381dd,2018-03-21 16:19:19+01:00,CVE-2018-3740,CWE-20,2018-03-30T19:29Z,MEDIUM,3.6
170,1f388fd13b4cc96fd7b12122b71a3b0ec2f381dd,2018-03-21 16:19:19+01:00,CVE-2018-8048,CWE-79,2018-03-27T17:29Z,MEDIUM,2.7
171,d97903a3587e137316adbd8a9f0460552b5bfbcd,2018-03-21 17:43:28+01:00,CVE-2018-3740,CWE-20,2018-03-30T19:29Z,MEDIUM,3.6
172,d97903a3587e137316adbd8a9f0460552b5bfbcd,2018-03-21 17:43:28+01:00,CVE-2018-8048,CWE-79,2018-03-27T17:29Z,MEDIUM,2.7
173,89410a0f8700824844eeca6af132538d56141a37,2018-03-26 23:02:27+02:00,SQL_INJECTION,,,,
174,0338aa69f000b43a9d94232d42b0e1e5f170be46,2018-03-27 19:22:33+02:00,SQL_INJECTION,,,,
175,0e7f450ed7a99b7c39bdbe15c4cd07f1e0019d6b,2018-03-31 14:32:50+02:00,CVE-2018-8779,CWE-20,2018-04-03T22:29Z,MEDIUM,3.6
176,0e7f450ed7a99b7c39bdbe15c4cd07f1e0019d6b,2018-03-31 14:32:50+02:00,CVE-2018-8778,CWE-134,2018-04-03T22:29Z,MEDIUM,3.6
