,git_hash,commit_date,filename_list,cve_data,cwe_group,published_date,severity,impact_score
0,4df1b6d478020ac51c84467f47e42083f53adbad,2008-08-19 22:57:46+02:00,".hgtags,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2007-4965,CWE-189,2007-09-18T22:17Z,MEDIUM,
1,7e2aae43f019966cdf8b276445d89dd936d7fc07,2008-08-19 22:57:46+02:00,"LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2007-4965,CWE-189,2007-09-18T22:17Z,MEDIUM,
2,5512f4f627ba39f7985cc9b388db0d3ac56eeac2,2008-08-19 23:02:04+02:00,".bzrignore,.hgignore,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2007-4965,CWE-189,2007-09-18T22:17Z,MEDIUM,
3,93ebfb154456daa841aa223bd296422787b3074c,2008-08-19 23:02:04+02:00,".bzrignore,.hgignore,.hgtags,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2007-4965,CWE-189,2007-09-18T22:17Z,MEDIUM,
4,a5e37e6cc3137ad1faf26495849554399d534f75,2008-08-20 03:51:10+02:00,".bzrignore,.hgignore,.hgtags,INTBENCH,LICENSE,Makefile.pre.in,README,RELNOTES,configure,configure.in,install-sh,pyconfig.h.in,runtests.sh,setup.py",CVE-2007-4965,CWE-189,2007-09-18T22:17Z,MEDIUM,
5,112d782e6348d42d3ae75feaa5ec7b9a126f1e90,2008-08-20 03:51:10+02:00,".bzrignore,.hgignore,INTBENCH,LICENSE,Makefile.pre.in,README,RELNOTES,configure,configure.in,install-sh,pyconfig.h.in,runtests.sh,setup.py",CVE-2007-4965,CWE-189,2007-09-18T22:17Z,MEDIUM,
6,98c9c1e8b96f436263bee100feffe6d9f0f66b1e,2008-11-12 07:54:33+01:00,"LICENSE,Makefile.pre.in,README,aclocal.m4,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2007-4965,CWE-189,2007-09-18T22:17Z,MEDIUM,
7,98c9c1e8b96f436263bee100feffe6d9f0f66b1e,2008-11-12 07:54:33+01:00,"LICENSE,Makefile.pre.in,README,aclocal.m4,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2008-1679,CWE-189,2008-04-22T04:41Z,MEDIUM,
8,8ad5f451e2638409d2055af68e0e06de68ac1a3c,2008-11-12 07:54:33+01:00,".hgtags,LICENSE,Makefile.pre.in,README,aclocal.m4,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2007-4965,CWE-189,2007-09-18T22:17Z,MEDIUM,
9,8ad5f451e2638409d2055af68e0e06de68ac1a3c,2008-11-12 07:54:33+01:00,".hgtags,LICENSE,Makefile.pre.in,README,aclocal.m4,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2008-1679,CWE-189,2008-04-22T04:41Z,MEDIUM,
10,01feb5ad8d55c4cdc540e02ebebcaffa5f1a4d6c,2008-11-12 08:02:24+01:00,".hgtags,LICENSE,Makefile.pre.in,README,aclocal.m4,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2008-1721,CWE-189,2008-04-10T19:05Z,HIGH,
11,04105e539e17f77cbd57d6d2844d518967410391,2008-11-12 08:02:24+01:00,"LICENSE,Makefile.pre.in,README,aclocal.m4,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2008-1721,CWE-189,2008-04-10T19:05Z,HIGH,
12,05c5aa3bd89a9b91c4ff2e3b994fdc6a6533a621,2008-11-12 08:08:51+01:00,"LICENSE,Makefile.pre.in,README,aclocal.m4,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2008-3144,CWE-189,2008-08-01T14:41Z,MEDIUM,
13,8af5d5791bd08c3ac206c1ea1326150718858ca9,2008-11-12 08:08:51+01:00,".hgtags,LICENSE,Makefile.pre.in,README,aclocal.m4,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2008-3144,CWE-189,2008-08-01T14:41Z,MEDIUM,
14,b7cfda132406bd0a4f626610657fd9b1e0e63f65,2008-11-12 08:21:52+01:00,".hgtags,LICENSE,Makefile.pre.in,README,aclocal.m4,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2008-1887,CWE-119,2008-04-18T17:05Z,HIGH,
15,cf843b28a97bd239ea4e6ff9feda474bf23c16d7,2008-11-12 08:21:52+01:00,"LICENSE,Makefile.pre.in,README,aclocal.m4,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2008-1887,CWE-119,2008-04-18T17:05Z,HIGH,
16,3a87f93c42d0ca5b3af56076ba023eebe33cf29e,2008-11-12 08:29:23+01:00,".hgtags,LICENSE,Makefile.pre.in,README,aclocal.m4,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2008-4864,CWE-189,2008-11-01T00:00Z,HIGH,
17,4f221810e3c407a2c4af9d7eb595c8582d42a871,2008-11-12 08:29:23+01:00,"LICENSE,Makefile.pre.in,README,aclocal.m4,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2008-4864,CWE-189,2008-11-01T00:00Z,HIGH,
18,def963c019299a2cc75468ca83571c26bf7bb00f,2008-12-16 14:12:32+01:00,"LICENSE,Makefile.pre.in,README,aclocal.m4,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2008-5031,CWE-189,2008-11-10T16:15Z,HIGH,
19,bc160b73dbba7327f436734d3732fa94949d778f,2008-12-16 14:12:32+01:00,".hgtags,LICENSE,Makefile.pre.in,README,aclocal.m4,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2008-5031,CWE-189,2008-11-10T16:15Z,HIGH,
20,b8ec8a48ec519b12727cddcef196f45302886f10,2010-01-21 18:43:31+01:00,".hgtags,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2009-3720,NVD-CWE-noinfo,2009-11-03T16:30Z,MEDIUM,
21,c7e90c41b440c5c805a038f98c50832f6254134f,2010-01-21 18:43:31+01:00,"install-sh,pyconfig.h.in,configure,Makefile.pre.in,configure.in,README,setup.py,LICENSE",CVE-2009-3720,NVD-CWE-noinfo,2009-11-03T16:30Z,MEDIUM,
22,3b0f9b01f6e668a526faf01ce70d0fccd76e9f65,2010-01-22 01:34:48+01:00,".bzrignore,.hgignore,.hgtags,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2009-3720,NVD-CWE-noinfo,2009-11-03T16:30Z,MEDIUM,
23,18cc2b4989b2d0a25a37a80703fe2c42a193c241,2010-01-22 01:34:48+01:00,"LICENSE,install-sh,Makefile.pre.in,.bzrignore,configure.in,.hgignore,README,pyconfig.h.in,setup.py,configure",CVE-2009-3720,NVD-CWE-noinfo,2009-11-03T16:30Z,MEDIUM,
24,996a1c7c3620c87a4dea2a062ada4bbad4ea81f9,2010-02-03 03:46:37+01:00,"install-sh,runtests.sh,.hgignore,configure,setup.py,configure.in,README,pyconfig.h.in,.bzrignore,Makefile.pre.in,LICENSE",CVE-2009-3720,NVD-CWE-noinfo,2009-11-03T16:30Z,MEDIUM,
25,3fdb0ec11c40f7317a6f665aadd0b4feb15595e2,2010-02-03 03:46:37+01:00,".bzrignore,.hgignore,.hgtags,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,runtests.sh,setup.py",CVE-2009-3720,NVD-CWE-noinfo,2009-11-03T16:30Z,MEDIUM,
26,9e7e44566185c5301022407bce5f958bbea72462,2010-05-19 16:11:36+02:00,".hgignore,install-sh,LICENSE,README,configure,configure.in,.bzrignore,setup.py,Makefile.pre.in,pyconfig.h.in",CVE-2009-3720,NVD-CWE-noinfo,2009-11-03T16:30Z,MEDIUM,
27,de8a2a9d931a120605fc1a4af0176116e124da07,2010-05-19 16:11:36+02:00,".bzrignore,.hgignore,.hgtags,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2009-3720,NVD-CWE-noinfo,2009-11-03T16:30Z,MEDIUM,
28,0e8548c08a1b7aa535030b34b4a44d4d432cce84,2010-05-21 19:12:38+02:00,"install-sh,LICENSE,Makefile.pre.in,.hgignore,README,setup.py,pyconfig.h.in,configure.in,.bzrignore,configure",CVE-2008-5983,NVD-CWE-Other,2009-01-28T02:30Z,MEDIUM,
29,6a2656094d1806abc5229758246865bcbaa34c5e,2010-05-21 19:12:38+02:00,".bzrignore,.hgignore,.hgtags,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2008-5983,NVD-CWE-Other,2009-01-28T02:30Z,MEDIUM,
30,76859dc64084c147b0869fa4969ea3fd967c4a4f,2010-05-21 19:22:43+02:00,".hgignore,install-sh,LICENSE,README,configure,configure.in,.bzrignore,setup.py,Makefile.pre.in,pyconfig.h.in",CVE-2008-5983,NVD-CWE-Other,2009-01-28T02:30Z,MEDIUM,
31,52ca516cacf75b430d399d638c1e00b49b0bb564,2010-05-21 19:22:43+02:00,".bzrignore,.hgignore,.hgtags,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2008-5983,NVD-CWE-Other,2009-01-28T02:30Z,MEDIUM,
32,f978facc0e81bed85c990612401a63954542aebc,2010-05-21 19:25:34+02:00,".bzrignore,.hgignore,.hgtags,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,runtests.sh,setup.py",CVE-2008-5983,NVD-CWE-Other,2009-01-28T02:30Z,MEDIUM,
33,342ae037401f101f3d063da411041d9878efd5ba,2010-05-21 19:25:34+02:00,"LICENSE,install-sh,setup.py,runtests.sh,Makefile.pre.in,README,configure,configure.in,.bzrignore,pyconfig.h.in,.hgignore",CVE-2008-5983,NVD-CWE-Other,2009-01-28T02:30Z,MEDIUM,
34,1819dae3cb196ab4669b8182ac11e10e94eee96f,2010-05-21 19:33:14+02:00,"install-sh,.hgignore,runtests.sh,.bzrignore,configure,setup.py,LICENSE,README,Makefile.pre.in,pyconfig.h.in,configure.in",CVE-2008-5983,NVD-CWE-Other,2009-01-28T02:30Z,MEDIUM,
35,71d305c83d324ec46717924d119e27c03156b8fa,2010-05-21 19:33:14+02:00,".bzrignore,.hgignore,.hgtags,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,runtests.sh,setup.py",CVE-2008-5983,NVD-CWE-Other,2009-01-28T02:30Z,MEDIUM,
36,a073350384db5e36db2c54e507748c0b44b872a1,2010-06-16 21:27:57+02:00,".bzrignore,.hgignore,.hgtags,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,runtests.sh,setup.py",CVE-2009-3720,NVD-CWE-noinfo,2009-11-03T16:30Z,MEDIUM,
37,84577683ea545dd94d58be6a1fda50a075c37141,2010-06-16 21:27:57+02:00,"install-sh,.hgignore,runtests.sh,.bzrignore,configure,setup.py,LICENSE,README,Makefile.pre.in,pyconfig.h.in,configure.in",CVE-2009-3720,NVD-CWE-noinfo,2009-11-03T16:30Z,MEDIUM,
38,9f817420d86e0da26a3acf3f544449f59db0aaa1,2010-07-03 15:36:19+02:00,"install-sh,configure.in,Makefile.pre.in,README,.hgignore,setup.py,LICENSE,pyconfig.h.in,configure,.bzrignore",CVE-2010-2089,CWE-119,2010-05-27T19:30Z,MEDIUM,
39,15e5b1bf0b6d53b8eed2e1c825f37efba64f317e,2010-07-03 15:36:19+02:00,".bzrignore,.hgignore,.hgtags,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2010-2089,CWE-119,2010-05-27T19:30Z,MEDIUM,
40,f66d4e096311cc80269bd0f4c16434b84fe34cb6,2010-07-03 15:39:22+02:00,".hgignore,install-sh,LICENSE,setup.py,.bzrignore,configure,README,Makefile.pre.in,pyconfig.h.in,configure.in",CVE-2010-2089,CWE-119,2010-05-27T19:30Z,MEDIUM,
41,e9123efa21a16584758b5ce7da93d3966cf0cd81,2010-07-03 15:39:22+02:00,".bzrignore,.hgignore,.hgtags,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2010-2089,CWE-119,2010-05-27T19:30Z,MEDIUM,
42,7df562d5322c912fb2d0912ab5f922fc74f34299,2010-07-03 15:44:22+02:00,"LICENSE,install-sh,runtests.sh,README,Makefile.pre.in,configure,configure.in,.bzrignore,pyconfig.h.in,.hgignore,setup.py",CVE-2010-2089,CWE-119,2010-05-27T19:30Z,MEDIUM,
43,bc5c54bca24fdb1fcf7fa055831ec997a65f3ce8,2010-07-03 15:44:22+02:00,".bzrignore,.hgignore,.hgtags,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,runtests.sh,setup.py",CVE-2010-2089,CWE-119,2010-05-27T19:30Z,MEDIUM,
44,8e42fb7ada3198e66d3f060c5c87c52465a86e36,2010-07-03 15:46:01+02:00,".bzrignore,.hgignore,.hgtags,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,runtests.sh,setup.py",CVE-2010-2089,CWE-119,2010-05-27T19:30Z,MEDIUM,
45,51ff5502fb72dce83cfdfa286ca3760d8b3a8ef9,2010-07-03 15:46:01+02:00,"configure.in,pyconfig.h.in,install-sh,.hgignore,runtests.sh,.bzrignore,setup.py,LICENSE,README,Makefile.pre.in,configure",CVE-2010-2089,CWE-119,2010-05-27T19:30Z,MEDIUM,
46,9f24c736f4d4fd3abd1fa64344c8315ade47448c,2010-10-17 12:48:14+02:00,"install-sh,README,pyconfig.h.in,configure,Makefile.pre.in,configure.in,setup.py,LICENSE",CVE-2010-2089,CWE-119,2010-05-27T19:30Z,MEDIUM,
47,b7180a89b352428db51e66f0082d4c01764dc534,2010-10-17 12:48:14+02:00,".hgtags,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2010-2089,CWE-119,2010-05-27T19:30Z,MEDIUM,
48,a2eb0a441158ed50786645ebb0652d1d20bf170a,2012-01-27 09:42:45+01:00,"Makefile.pre.in,.hgignore,install-sh,setup.py,.hgeol,LICENSE,README,.bzrignore,configure,pyconfig.h.in,configure.in",CVE-2011-3389,CWE-20,2011-09-06T19:55Z,MEDIUM,
49,d358e0554bc520768041652676ec8e6076f221a9,2012-01-27 09:42:45+01:00,".bzrignore,.hgeol,.hgignore,.hgtags,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2011-3389,CWE-20,2011-09-06T19:55Z,MEDIUM,
50,374b4ea9da3dfa92641fff91015246a5ef6b27fb,2012-01-27 09:44:08+01:00,".bzrignore,.gitignore,.hgeol,.hgignore,.hgtags,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2011-3389,CWE-20,2011-09-06T19:55Z,MEDIUM,
51,ae14257e378cd5744cd69d72ca8994fb337de6eb,2012-01-27 09:44:08+01:00,"install-sh,.gitignore,.bzrignore,configure,configure.in,setup.py,.hgignore,pyconfig.h.in,Makefile.pre.in,LICENSE,README,.hgeol",CVE-2011-3389,CWE-20,2011-09-06T19:55Z,MEDIUM,
52,f2bf8a6ac51530e14d798a03c8e950dd934d85cd,2012-01-27 09:48:47+01:00,".bzrignore,.hgeol,.hgignore,.hgtags,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,runtests.sh,setup.py",CVE-2011-3389,CWE-20,2011-09-06T19:55Z,MEDIUM,
53,531661d993a226c602f633d62fce3caea2105854,2012-01-27 09:48:47+01:00,"install-sh,setup.py,.hgignore,pyconfig.h.in,.bzrignore,LICENSE,configure,configure.in,README,runtests.sh,.hgeol,Makefile.pre.in",CVE-2011-3389,CWE-20,2011-09-06T19:55Z,MEDIUM,
54,e4ce88084be4b4c7ad086b0a7d06ebe7b57cd112,2012-01-27 09:50:45+01:00,"install-sh,setup.py,configure.in,.hgignore,README,configure,.gitignore,LICENSE,pyconfig.h.in,.bzrignore,Makefile.pre.in,.hgeol",CVE-2011-3389,CWE-20,2011-09-06T19:55Z,MEDIUM,
55,3f366314e831e0babca220abd734f8ae02776925,2012-01-27 09:50:45+01:00,".bzrignore,.gitignore,.hgeol,.hgignore,.hgtags,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2011-3389,CWE-20,2011-09-06T19:55Z,MEDIUM,
56,9e2e5329dc81b56c987fe33c84f3a4c6f368f413,2012-01-27 09:53:29+01:00,".bzrignore,.gitignore,.hgeol,.hgignore,.hgtags,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2011-3389,CWE-20,2011-09-06T19:55Z,MEDIUM,
57,0fb28544bf4caf2fdc2ed8fb5fa2f2059ebe179a,2012-01-27 09:53:29+01:00,"Makefile.pre.in,install-sh,.hgignore,LICENSE,setup.py,README,.gitignore,.bzrignore,.hgeol,configure,configure.in,pyconfig.h.in",CVE-2011-3389,CWE-20,2011-09-06T19:55Z,MEDIUM,
58,10a07b7aa54172b35d4cfb8e74f94fec49380fb7,2012-02-18 14:15:38+01:00,"Makefile.pre.in,.hgignore,install-sh,setup.py,.hgeol,LICENSE,README,.bzrignore,configure,pyconfig.h.in,configure.in",CVE-2012-0845,CWE-399,2012-10-05T21:55Z,MEDIUM,
59,66f3cc6f8de83c447d937160e4a1630c4482b5f5,2012-02-18 14:15:38+01:00,".bzrignore,.hgeol,.hgignore,.hgtags,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2012-0845,CWE-399,2012-10-05T21:55Z,MEDIUM,
60,e062466480c1aa8da6fa16532ec0252988f799ba,2012-02-18 14:30:34+01:00,".bzrignore,.gitignore,.hgeol,.hgignore,.hgtags,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2012-0845,CWE-399,2012-10-05T21:55Z,MEDIUM,
61,8cf4f482e88ba04cdfebcdd7eaee35967c3e321a,2012-02-18 14:30:34+01:00,"install-sh,.gitignore,.bzrignore,Makefile.pre.in,configure,configure.in,setup.py,.hgignore,pyconfig.h.in,LICENSE,README,.hgeol",CVE-2012-0845,CWE-399,2012-10-05T21:55Z,MEDIUM,
62,ec1712a1662282c909b4cd4cc0c7486646bc9246,2012-02-18 14:42:57+01:00,".bzrignore,.hgeol,.hgignore,.hgtags,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,runtests.sh,setup.py",CVE-2012-0845,CWE-399,2012-10-05T21:55Z,MEDIUM,
63,c3bd9bfd3d1b9af05669f68c08079fed02a28c67,2012-02-18 14:42:57+01:00,"install-sh,setup.py,.hgignore,pyconfig.h.in,.bzrignore,LICENSE,configure,configure.in,README,runtests.sh,.hgeol,Makefile.pre.in",CVE-2012-0845,CWE-399,2012-10-05T21:55Z,MEDIUM,
64,d41215444ab06af0a33f4a4358a261127f7b878a,2012-02-18 14:53:41+01:00,"install-sh,setup.py,configure.in,.hgignore,README,configure,.gitignore,LICENSE,pyconfig.h.in,.bzrignore,Makefile.pre.in,.hgeol",CVE-2012-0845,CWE-399,2012-10-05T21:55Z,MEDIUM,
65,cd96b4f1ff4dd3a97eedbcea8a837388c0cb8345,2012-02-18 14:53:41+01:00,".bzrignore,.gitignore,.hgeol,.hgignore,.hgtags,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2012-0845,CWE-399,2012-10-05T21:55Z,MEDIUM,
66,3ccc918b4addd3c189c4214f5283fa9aae980f41,2012-02-18 15:02:10+01:00,".bzrignore,.gitignore,.hgeol,.hgignore,.hgtags,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2012-0845,CWE-399,2012-10-05T21:55Z,MEDIUM,
67,a504ac8a116c942bea2034205d7c71af027874a1,2012-02-18 15:02:10+01:00,"install-sh,.hgignore,LICENSE,setup.py,README,Makefile.pre.in,configure.in,configure,.gitignore,.bzrignore,.hgeol,pyconfig.h.in",CVE-2012-0845,CWE-399,2012-10-05T21:55Z,MEDIUM,
68,e540dfa6168d0b013bfdc78f1afb5ba484ef1907,2012-03-14 22:26:55+01:00,"install-sh,setup.py,.hgignore,pyconfig.h.in,.bzrignore,LICENSE,configure,configure.in,runtests.sh,README,Makefile.pre.in,.hgeol",CVE-2012-0876,CWE-399,2012-07-03T19:55Z,MEDIUM,
69,8e91cf6a5e5be8f84132498d5654d6ad2e4d54c2,2012-03-14 22:26:55+01:00,".bzrignore,.hgeol,.hgignore,.hgtags,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,runtests.sh,setup.py",CVE-2012-0876,CWE-399,2012-07-03T19:55Z,MEDIUM,
70,373c7409245bb22da1e6e45ba1cb3818904c51a9,2012-03-14 22:41:00+01:00,".bzrignore,.gitignore,.hgeol,.hgignore,.hgtags,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2012-0876,CWE-399,2012-07-03T19:55Z,MEDIUM,
71,716e67df5ff2b5cb6c9d1291cc7bbc5a13d94f8e,2012-03-14 22:41:00+01:00,"install-sh,configure.in,.hgignore,README,Makefile.pre.in,LICENSE,configure,.gitignore,pyconfig.h.in,.bzrignore,setup.py,.hgeol",CVE-2012-0876,CWE-399,2012-07-03T19:55Z,MEDIUM,
72,70c9c4dca6bcb9b304c48915b32af74d133c01cc,2012-03-14 23:00:39+01:00,".bzrignore,.gitignore,.hgeol,.hgignore,.hgtags,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2012-0876,CWE-399,2012-07-03T19:55Z,MEDIUM,
73,37d4d5c04e7c1dd393a298b3e5820234b3662f61,2012-03-14 23:00:39+01:00,"install-sh,.hgignore,README,LICENSE,configure.in,configure,setup.py,.gitignore,.bzrignore,Makefile.pre.in,.hgeol,pyconfig.h.in",CVE-2012-0876,CWE-399,2012-07-03T19:55Z,MEDIUM,
74,3c2aaf77874a0943a71d6b09374038872841d14a,2012-03-14 23:28:10+01:00,"README,install-sh,.gitignore,.bzrignore,configure,configure.in,setup.py,.hgignore,pyconfig.h.in,LICENSE,Makefile.pre.in,.hgeol",CVE-2012-0876,CWE-399,2012-07-03T19:55Z,MEDIUM,
75,c6578b36cd37db29ff9612d208a640bf01124bc8,2012-03-14 23:28:10+01:00,"README,install-sh,.gitignore,.bzrignore,setup.py,configure,configure.in,.hgignore,pyconfig.h.in,LICENSE,Makefile.pre.in,.hgeol",CVE-2012-0876,CWE-399,2012-07-03T19:55Z,MEDIUM,
76,d0e1a5b24196208c38d57d4512a6181a0f5dddf7,2012-03-14 23:28:10+01:00,".bzrignore,.gitignore,.hgeol,.hgignore,.hgtags,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2012-0876,CWE-399,2012-07-03T19:55Z,MEDIUM,
77,c8ff46032f2290ef848aea9485d376dc156347bd,2012-03-14 23:28:10+01:00,".bzrignore,.gitignore,.hgeol,.hgignore,.hgtags,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2012-0876,CWE-399,2012-07-03T19:55Z,MEDIUM,
78,5e5bed87e38f2cf1b1b446c7019b780c95bb37fa,2012-03-15 01:10:41+01:00,".hgignore,install-sh,LICENSE,setup.py,.hgeol,README,.bzrignore,Makefile.pre.in,configure,pyconfig.h.in,configure.in",CVE-2012-0876,CWE-399,2012-07-03T19:55Z,MEDIUM,
79,e9bc2f773ff86780ca86a36a21d43f3ecfd61357,2012-03-15 01:10:41+01:00,".bzrignore,.hgeol,.hgignore,.hgtags,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2012-0876,CWE-399,2012-07-03T19:55Z,MEDIUM,
80,cc264adebc2d81b52f242f45e403905c9470399c,2012-03-15 08:31:00+01:00,"install-sh,setup.py,configure.in,.hgignore,README,Makefile.pre.in,LICENSE,configure,.gitignore,pyconfig.h.in,.bzrignore,.hgeol",CVE-2012-0876,CWE-399,2012-07-03T19:55Z,MEDIUM,
81,a5d729a7f7ad1886b34302e8c9f6034a3f3dd1d9,2012-03-15 08:31:00+01:00,".bzrignore,.gitignore,.hgeol,.hgignore,.hgtags,LICENSE,Makefile.pre.in,README,configure,configure.in,install-sh,pyconfig.h.in,setup.py",CVE-2012-0876,CWE-399,2012-07-03T19:55Z,MEDIUM,
82,e67950bd107bd83dd4204e367c3ed23295db20c7,2012-07-21 00:45:14+02:00,"install-sh,configure.ac,.hgignore,setup.py,LICENSE,.bzrignore,Makefile.pre.in,configure,README,.gitignore,pyconfig.h.in,.hgeol",CVE-2012-2135,NVD-CWE-Other,2012-08-14T22:55Z,MEDIUM,
83,b4bbee25b1e3f4bccac222f806b3138fb72439d6,2012-07-21 00:45:14+02:00,".bzrignore,.gitignore,.hgeol,.hgignore,.hgtags,LICENSE,Makefile.pre.in,README,configure,configure.ac,install-sh,pyconfig.h.in,setup.py",CVE-2012-2135,NVD-CWE-Other,2012-08-14T22:55Z,MEDIUM,
84,86d53caddad11808ca332ab93ec35508b602a0dd,2013-05-18 17:56:42+02:00,".bzrignore,.gitignore,.hgeol,.hgignore,.hgtags,LICENSE,Makefile.pre.in,README,configure,configure.ac,install-sh,pyconfig.h.in,setup.py",CVE-2013-2099,CWE-399,2013-10-09T14:53Z,MEDIUM,
85,f53c6de62869be20995e95108e1b7bec3a758bcd,2013-05-18 17:56:42+02:00,".hgtouch,install-sh,config.guess,.hgignore,.gitignore,README,.hgeol,Makefile.pre.in,LICENSE,config.sub,.bzrignore,configure.ac,pyconfig.h.in,setup.py,configure",CVE-2013-2099,CWE-399,2013-10-09T14:53Z,MEDIUM,
86,c81a7c6225b545ed9740914fa1e3a2d2d37a36fe,2013-05-18 17:56:42+02:00,"configure.ac,install-sh,.hgignore,README,.bzrignore,configure,LICENSE,setup.py,.gitignore,pyconfig.h.in,Makefile.pre.in,.hgeol",CVE-2013-2099,CWE-399,2013-10-09T14:53Z,MEDIUM,
87,636f93c63ba286249c1207e3a903f8429efb2041,2013-05-18 17:56:42+02:00,".bzrignore,.gitignore,.hgeol,.hgignore,.hgtags,.hgtouch,LICENSE,Makefile.pre.in,README,config.guess,config.sub,configure,configure.ac,install-sh,pyconfig.h.in,setup.py",CVE-2013-2099,CWE-399,2013-10-09T14:53Z,MEDIUM,
88,e6283fc239fd15ecec2c9ff4ba929fcdc4b6490b,2013-05-18 17:59:12+02:00,".hgtouch,install-sh,config.guess,.gitignore,.hgignore,pyconfig.h.in,configure,README,configure.ac,.hgeol,config.sub,.bzrignore,Makefile.pre.in,LICENSE,setup.py",CVE-2013-2099,CWE-399,2013-10-09T14:53Z,MEDIUM,
89,31fb419908c63419b4f725e1ad457a9fd0eee526,2013-05-18 17:59:12+02:00,".bzrignore,.gitignore,.hgeol,.hgignore,.hgtags,.hgtouch,LICENSE,Makefile.pre.in,README,config.guess,config.sub,configure,configure.ac,install-sh,pyconfig.h.in,setup.py",CVE-2013-2099,CWE-399,2013-10-09T14:53Z,MEDIUM,
90,824f7f366d1b54d2d3100c3130c04cf1dfb4b47c,2013-08-17 00:54:47+02:00,".bzrignore,.gitignore,.hgeol,.hgignore,.hgtags,.hgtouch,LICENSE,Makefile.pre.in,README,config.guess,config.sub,configure,configure.ac,install-sh,pyconfig.h.in,setup.py",CVE-2013-4238,CWE-20,2013-08-18T02:52Z,MEDIUM,
