CWE-20,69
CWE-601,35
NVD-CWE-noinfo,34
CWE-399,31
CWE-189,18
CWE-200,18
CWE-119,17
CWE-310,14
CWE-79,14
NVD-CWE-Other,12
CWE-185,12
CWE-264,10
CWE-254,8
CWE-909,8
CWE-798,8
CWE-284,5
CWE-74,4
CWE-326,4
CWE-190,4
CWE-295,4
CWE-400,3
CWE-416,3
CWE-17,2
CWE-16,1
CWE-125,1
CWE-287,1
CWE-320,1
CWE-19,1
CWE-835,1
CWE-59,1
CWE-476,1
CWE-693,1
